epoch,lr,train_total_loss,train_ce_loss,train_affinity_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_total_loss,val_ce_loss,val_affinity_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1
1,0.0001,2.1835971563544425,1.4656797973917282,14.358346893229713,0.4530358598207009,0.19489250542103198,0.15697303062060483,0.3364637580906329,1.6099527936846079,1.1327736166004252,9.543583275198694,0.5890020366598778,0.29579310527562547,0.2559802930818332,0.49146222609909934
2,0.0001,1.3772756744422072,0.9653169243143357,8.23917483894827,0.6875509372453138,0.4237606312308542,0.4133835565503211,0.6368957852765733,1.1635547546650873,0.7700995422186531,7.869104181821866,0.7588594704684317,0.5541191407228789,0.532233181725682,0.7224563065030736
3,0.0001,0.9997949466631484,0.6685974698243534,6.6239493427571965,0.7913610431947841,0.5772857052479194,0.557587675023209,0.7582589154694452,0.873201313815146,0.5861820264892035,5.740385554715718,0.8032586558044806,0.6006110857517518,0.5719757372092745,0.7701356408419753
4,0.0001,0.7902071295274208,0.5289934966606926,5.224272486633077,0.830480847595762,0.6303920364551708,0.6126780193314488,0.803757260165459,0.7559710843985532,0.515292010457841,4.813581472113273,0.8191446028513238,0.6263658970779457,0.6222152670554478,0.7939890685972466
5,0.0001,0.6414425010688924,0.42635230182046896,4.301803916085515,0.8594132029339854,0.6811631428474271,0.6836821893420488,0.8432469197139761,0.676980623888144,0.47645093836269653,4.010593676324289,0.8382892057026476,0.6769464843942341,0.6959046450716835,0.8249643815617659
6,0.0001,0.536207312282354,0.3531983779423006,3.6601785787646133,0.884678076609617,0.7387587335728739,0.754651638442544,0.876042227264806,0.6415946866004384,0.47022603866767493,3.4273727979290993,0.8468431771894094,0.7386043596585355,0.7545167130422116,0.8430126536248096
7,0.0001,0.4425621447081282,0.28365659150245626,3.1781109819202378,0.9067848410757946,0.7853345414560767,0.8063651497237584,0.9018764335001677,0.6152942502085886,0.46116609578220036,3.082563080952755,0.8513238289205702,0.7365016587333446,0.763430008431359,0.8452883969300244
8,0.0001,0.3656121272815372,0.22811950245278584,2.749852427449184,0.9280766096169519,0.8294192856107314,0.8482877466739396,0.9252216170960131,0.6179804307380179,0.48680864470553736,2.6234356678187725,0.834623217922607,0.7723758690936762,0.7612613013554171,0.8372500218308819
9,0.0001,0.3120842025400471,0.18932868046010523,2.4551103861232844,0.9423390383048085,0.8643810786193346,0.8811084338435071,0.9407823559299592,0.5539044709652359,0.4344328716427634,2.389431893898368,0.8602851323828921,0.7846074382862057,0.7912860896793357,0.8603194440722678
10,0.0001,0.2624517413009544,0.15400496267310565,2.1689355128551755,0.9561939690301549,0.8993765416897735,0.9119792000765771,0.9554197899614006,0.574940840192822,0.46985456647309654,2.101725469732964,0.8509164969450101,0.7509276251234037,0.7764665225507293,0.8497196488559583
11,0.0001,0.22858134869064076,0.1307326037536915,1.956974864686128,0.9601670741646292,0.9094248167990439,0.9211516143100414,0.9595748134871067,0.6316485065063974,0.5338045412314156,1.9568792295553048,0.8391038696537678,0.7572527625680736,0.7742719503475114,0.8395268383616161
12,5e-05,0.17598023575889257,0.08669653550676923,1.7856739615655663,0.9763651181744091,0.9430487623580724,0.950367831818266,0.9761672256969977,0.5897490295518926,0.4978863281048,1.8372539574648359,0.8525458248472505,0.759030306821581,0.7790167915837104,0.8489982364688019
13,5e-05,0.15460910755585341,0.07040345261044977,1.6841130822095427,0.9823757131214343,0.9587174007909077,0.9647086924507438,0.9822712420223665,0.5622516614842075,0.4768890786073844,1.7072516513210694,0.8562118126272913,0.7741115909770651,0.7844168921535762,0.8543133853780126
14,2.5e-05,0.13876146014958937,0.05861922825315471,1.6028446064018678,0.9866544417277914,0.9687094479482088,0.9741208639776394,0.9865849547825026,0.5519633908864194,0.4685167436201558,1.6689329839286882,0.8635437881873728,0.776979176730472,0.7940147591601495,0.862314429425812
15,2.5e-05,0.12733896494446095,0.04932461232068389,1.560287012059026,0.98920130399348,0.9749010727491793,0.978675803049363,0.9891634980529446,0.5498536890247446,0.46841560257428044,1.6287617629997113,0.8631364562118127,0.7845478896117346,0.7986525500694895,0.8611856107100953
16,2.5e-05,0.1226963221711071,0.04709988562412979,1.5119286939781083,0.9906275468622657,0.979212150933914,0.9826551237213171,0.9905976152369335,0.5567241465001388,0.47783464960556654,1.5777898759803073,0.8610997963340122,0.7692719296495273,0.7953048315844249,0.8590843607439244
17,2.5e-05,0.11105846894788081,0.03806851398026739,1.4597990600287476,0.9933781581092095,0.9830596174743942,0.9861308154806283,0.99335729842546,0.5516711655799338,0.47445966573451054,1.5442300028810676,0.8619144602851324,0.779334398100544,0.7990818595544499,0.8606354321533369
18,1.25e-05,0.10897133916543573,0.037735396256851,1.4247188194068157,0.9933781581092095,0.9819811435704137,0.9853621674955283,0.9933505893837244,0.5479179715673209,0.4725690361681392,1.5069786687004105,0.8619144602851324,0.7778614246303749,0.795855052123299,0.8608422946589059
19,1.25e-05,0.10489402925132636,0.03479347828268616,1.4020109953876423,0.9942950285248574,0.985907825375058,0.9881613884761057,0.9942841864428501,0.5440511720000848,0.4693909967746851,1.493203422348271,0.8635437881873728,0.7820593428852421,0.7979461453928901,0.86281204396287
20,1e-05,0.10301838380443243,0.03430270172576644,1.3743136205028108,0.9942950285248574,0.9847831924117653,0.987585139756615,0.9942730339645853,0.5512149138023315,0.47849756989119735,1.4543469590227862,0.8606924643584521,0.7772348964909641,0.793781424914112,0.8601084555648663
21,1e-05,0.09718278135433368,0.029426334655032277,1.3551289025806468,0.9956193969030155,0.9898800677184789,0.9919442107374021,0.9956119255131914,0.5534662329495075,0.4813996749837141,1.4413311162451377,0.8586558044806517,0.7761050517680932,0.7907920378808075,0.8573619397646701
22,1e-05,0.09684188342133283,0.030362275469298275,1.3295921315579464,0.9954156479217604,0.9886862267184977,0.9913028951507984,0.9954015815660228,0.5602739305700158,0.4893064489675394,1.419349636516843,0.859877800407332,0.7758778101611442,0.795529003808314,0.8583460725177575
23,1e-05,0.09377174514794408,0.028300598242487866,1.3094229182287649,0.9952118989405053,0.9879038386269308,0.9904129979160798,0.9952018854779839,0.5530727436974675,0.4830402992893382,1.4006488672827508,0.859877800407332,0.7779080307074873,0.7938525650054677,0.858702733176229
24,1e-05,0.09052781608887776,0.026065296295365376,1.2892503679138718,0.9964343928280358,0.9897423843100286,0.9911803574558357,0.9964249719595983,0.5556246360304885,0.48630687986517634,1.3863551778851604,0.8647657841140529,0.7825590658026548,0.7993435660715998,0.8635117404100761
