epoch,lr,train_total_loss,train_ce_loss,train_affinity_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_total_loss,val_ce_loss,val_affinity_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1
20,1e-05,0.017076422983344823,0.017076422983344823,0.0,0.9976568867155664,0.9977815734988995,0.9975407943798124,0.9976576143051585,0.5730023289163827,0.5730023289163827,0.0,0.85010183299389,0.7592442986391442,0.7753177992620534,0.8484964866337323
21,1e-05,0.01500923707155236,0.01500923707155236,0.0,0.996638141809291,0.9947716661296226,0.994552881916743,0.996639018968185,0.5694367761524535,0.5694367761524535,0.0,0.8533604887983707,0.7671136759941444,0.7807239361032136,0.8520319625222633
22,1e-05,0.016733264265932635,0.016733264265932635,0.0,0.9967400162999185,0.9959010517183733,0.9958163711797189,0.996740706145802,0.5779361883637376,0.5779361883637376,0.0,0.8566191446028514,0.7728023629554857,0.7904919759311733,0.8557339274629441
23,1e-05,0.013960405129152968,0.013960405129152968,0.0,0.9967400162999185,0.9959199604448367,0.9959575551924045,0.9967404446873404,0.5719918125030222,0.5719918125030222,0.0,0.8484725050916497,0.7629876259849357,0.7769493232179416,0.8469933745037898
24,1e-05,0.014266395983882036,0.014266395983882036,0.0,0.9976568867155664,0.9948721931377654,0.9960070390090504,0.997654918973342,0.5743168526657244,0.5743168526657244,0.0,0.8558044806517312,0.7706797856664938,0.7863586335529497,0.8545125784488196
25,1e-05,0.012523898472303575,0.012523898472303575,0.0,0.9975550122249389,0.996930792009957,0.9965548223856284,0.9975551738369143,0.5851072198261797,0.5851072198261797,0.0,0.8570264765784114,0.7719519032189119,0.7873742747466241,0.8558988354005571
26,1e-05,0.012019060791971825,0.012019060791971825,0.0,0.9982681336593318,0.9979076624305983,0.9982394711144054,0.9982680703051084,0.5903316111040212,0.5903316111040212,0.0,0.8541751527494909,0.7696517382253757,0.7855549007046457,0.8530315416596548
27,1e-05,0.011665157140357861,0.011665157140357861,0.0,0.997758761206194,0.9971888076603382,0.9975520566826812,0.9977591485693704,0.5878231001240173,0.5878231001240173,0.0,0.8521384928716904,0.7691086030747402,0.7842281835787519,0.8513183182125454
28,1e-05,0.010649128371474699,0.010649128371474699,0.0,0.9985737571312143,0.9974452182580817,0.9973783073567875,0.9985735530987954,0.60315739113056,0.60315739113056,0.0,0.8553971486761711,0.763993751550342,0.7809710578839634,0.8532538057938136
29,1e-05,0.010353660897883877,0.010353660897883877,0.0,0.9981662591687042,0.9965418788811532,0.9968867969905509,0.9981658104030304,0.5962394746646376,0.5962394746646376,0.0,0.8537678207739308,0.7769275970079432,0.7878718188831642,0.853048495627462
30,1e-05,0.010317197113549116,0.010317197113549116,0.0,0.9978606356968215,0.9960954662722473,0.9964200610273242,0.9978613321002405,0.6024967164226074,0.6024967164226074,0.0,0.8521384928716904,0.7806182588695867,0.7850632923413299,0.8519502581631824
